data_coleta;dia_batalha;conta_tipo;player_tag;player_nome;player_fame;player_posicao;clan_tag;clan_nome;clan_posicao;clan_fame;decks_usados;boat_attacks;deck_1;deck_1_tipo;deck_2;deck_2_tipo;deck_3;deck_3_tipo;deck_4;deck_4_tipo;war_vitorias;war_derrotas;war_medals;war_torre;war_battles_count
2026-05-22;Dia 1;TOP_GLOBAL;#LUP09U8U;WatchAndLearn;0;2;#PG29CVPR;AltınMürettebat;4;500;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;TOP_GLOBAL;#V02QJ0CJR;HSNSBBH;0;3;#PG29CVPR;AltınMürettebat;4;500;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;TOP_GLOBAL;#29UCGYL9G;Eternity™;0;4;#PG29CVPR;AltınMürettebat;4;500;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;TOP_GLOBAL;#PV80GRV2G;SeLaM;0;5;#PG29CVPR;AltınMürettebat;4;500;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2QR292P;#UG9Q9L9L2;♥️Lia♥️;0;5;#QG9G9JCG;Perú;3;1114;0;0;Witch, Bowler, Royal Ghost, Mega Minion, Mini P.E.K.K.A, Tombstone, Giant Snowball, Zap;RangeBattle;Executioner, Boss Bandit, Lumberjack, Dart Goblin, Bandit, Goblins, Rage, Goblin Cage;RangeBattle;Wizard, Knight, Barbarian Barrel, Poison, Ice Wizard, Graveyard, Tornado, Baby Dragon;RangeBattle;Firecracker, Mighty Miner, Valkyrie, Cannon, Arrows, Skeleton Barrel, Mother Witch, Fisherman;RangeBattle;10;7;31;Tower Princess;17
2026-05-22;Dia 1;#2QR292P;#YUU89UGYC;UZM/GD7AS;0;4;#QCLPL9VQ;Tropa Do Bruxo;4;802;0;0;P.E.K.K.A, Wizard, Electro Wizard, Valkyrie, The Log, Electro Spirit, Inferno Tower, Princess;RangeBattle;Mega Knight, Arrows, Rocket, Spear Goblins, Dart Goblin, Ice Spirit, Ice Wizard, Royal Delivery;Duelo;Royal Giant, Knight, Goblin Cage, Freeze, Barbarians, Guards, Witch, Bandit;Duelo;Tesla, Mini P.E.K.K.A, Hog Rider, P.E.K.K.A, Mega Knight, Electro Wizard, Valkyrie, Musketeer;Barco;7;4;21;Tower Princess;11
2026-05-22;Dia 1;#2QR292P;#VRVP8U8;PoneyMaldito;0;5;#QCLPL9VQ;Tropa Do Bruxo;4;802;0;0;Knight, Dark Prince, Archers, Electro Wizard, Princess, Sparky, Giant, Prince;Barco;Ice Wizard, Mega Minion, Mortar, Mega Knight;Barco;Lava Hound, Lumberjack, Mighty Miner, Skeleton Army, Inferno Dragon, Arrows, Sparky, Magic Archer;Barco;Night Witch, Graveyard, Valkyrie, Ice Wizard, Royal Giant, Miner, Executioner, Tornado;Barco;4;6;12;Tower Princess;10
2026-05-22;Dia 1;#2QR292P;#VQ89GVQ9P;mastwr;0;1;#G8P20CCY;Peruvian;5;0;0;0;Electro Dragon, Mini P.E.K.K.A, Mega Knight, P.E.K.K.A, Witch, Cannon, Spear Goblins, Bats;Barco;Miner, Magic Archer, Dark Prince, Skeleton Barrel, Goblin Barrel, Arrows, Skeletons, Princess;Barco;Archers, Knight, Goblins, Fireball, Dart Goblin, The Log, Valkyrie, Mortar;Barco;;;0;3;0;Tower Princess;3
2026-05-22;Dia 1;#2QR292P;#C8QL92V8C;MAEL;0;2;#G8P20CCY;Peruvian;5;0;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2QR292P;#YUYQVYRLP;Tefit0oo;0;3;#G8P20CCY;Peruvian;5;0;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2QR292P;#U20LGCGVQ;Xokas²;0;4;#G8P20CCY;Peruvian;5;0;0;0;Royal Recruits, Hog Rider, Valkyrie, Musketeer, Dart Goblin, Cannon, Fireball, The Log;Barco;;;;;;;0;1;0;Tower Princess;1
2026-05-22;Dia 1;#2QR292P;#UY8YU8RJQ;Elisban;0;5;#G8P20CCY;Peruvian;5;0;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;2220UQQ0UU;#220UJVVU2L;xay;0;2;#R0JVY98R;BLACK「DR4GON;1;3243;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;2220UQQ0UU;#20UVCJ2JYU;Gbfenojusto;0;3;#R0JVY98R;BLACK「DR4GON;1;3243;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;2220UQQ0UU;#800RQVCU;felipe;0;4;#R0JVY98R;BLACK「DR4GON;1;3243;0;0;Firecracker, Royal Giant, Hunter, Poison, Spear Goblins, Bomb Tower, Bats, Fireball;Barco;P.E.K.K.A, Royal Ghost, Archer Queen, Electro Wizard, Battle Ram, Zap, Magic Archer, Earthquake;Barco;Knight, The Log, Tesla, X-Bow, Skeletons, Ice Wizard, Tornado, Rocket;Barco;;;1;2;3;Tower Princess;3
2026-05-22;Dia 1;2220UQQ0UU;#228JP9RULY;patrick grauu;0;5;#R0JVY98R;BLACK「DR4GON;1;3243;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;2220UQQ0UU;#VVL8JC9JP;унечтожитль3000;0;1;#QUGULGYC;абвгд;2;0;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;2220UQQ0UU;#JVYCCVCPQ;[VOVA];0;2;#QUGULGYC;абвгд;2;0;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;2220UQQ0UU;#RU98RVQY9;kiki;0;3;#QUGULGYC;абвгд;2;0;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;2220UQQ0UU;#GJGQVCVP2;Sanya_f0right;0;4;#QUGULGYC;абвгд;2;0;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;2220UQQ0UU;#20Y0U9JLPP;kaffr_d00dmaker;0;1;#GL980GCG;kids with needs;3;0;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;2220UQQ0UU;#CVJCYC90P;xXStilesXx;0;2;#GL980GCG;kids with needs;3;0;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;2220UQQ0UU;#20YUCL8YQ2;dukstukfrik;0;3;#GL980GCG;kids with needs;3;0;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;2220UQQ0UU;#V0QLPL9L9;Desëni;0;1;#R8JUVGPP;Babayaga;4;0;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;2220UQQ0UU;#JR29U0CU8;lindi777;0;2;#R8JUVGPP;Babayaga;4;0;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;2220UQQ0UU;#PV0RCRC0;General Jani;0;3;#R8JUVGPP;Babayaga;4;0;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;2220UQQ0UU;#VR2CLUJ82;Mato;0;4;#R8JUVGPP;Babayaga;4;0;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;2220UQQ0UU;#RVRYJ8QJJ;Egli;0;5;#R8JUVGPP;Babayaga;4;0;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;2220UQQ0UU;#VLR2QCUJ8;vaska;0;1;#RUQJ0LLG;красная месть!;5;0;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;2220UQQ0UU;#UPUVLLRPY;mister_fish;0;2;#RUQJ0LLG;красная месть!;5;0;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;2220UQQ0UU;#JL2Q02JG0;клубника;0;3;#RUQJ0LLG;красная месть!;5;0;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;2220UQQ0UU;#JGGQVGPU;voroninvr;0;4;#RUQJ0LLG;красная месть!;5;0;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;2220UQQ0UU;#VPYJLVQ2Q;nikitka-$$$;0;5;#RUQJ0LLG;красная месть!;5;0;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-22;Dia 1;#2QR292P;#29GLL9R02;BybyZx;100;3;#QCLPL9VQ;Tropa Do Bruxo;4;802;1;0;Goblin Drill, Boss Bandit, Valkyrie, Goblin Hut, Fire Spirit, Barbarian Hut, Executioner, Tombstone;RangeBattle;Firecracker, Barbarian Barrel, Cannon, Royal Delivery, Earthquake, Hog Rider, Skeletons, Electro Spirit;RangeBattle;Royal Giant, Skeleton King, Mega Knight, Miner, Princess, Goblin Curse, Witch, Dart Goblin;RangeBattle;Electro Dragon, Mini P.E.K.K.A, Zap, Sparky, Golem, Lumberjack, Arrows, Tornado;RangeBattle;6;14;21;Tower Princess;20
2026-05-22;Dia 1;TOP_GLOBAL;#2QPURLJJ;Erdoğan_47SK;200;5;#QR889RG0;ChillNation™;1;690;2;0;Goblin Barrel, Mighty Miner, Cannon, Ice Spirit, Princess, Goblin Gang, Rocket, The Log;Duelo;Royal Ghost, Golden Knight, Zap, Mini P.E.K.K.A, Three Musketeers, Elixir Collector, Heal Spirit, Ice Golem;Duelo;Skeleton Barrel, Skeleton King, Skeleton Army, Mother Witch, Goblins, Suspicious Bush, Dart Goblin, Vines;Duelo;;;1;1;3;Tower Princess;2
2026-05-22;Dia 1;TOP_GLOBAL;#LPUY0L2JU;Khaled;200;5;#R0VJUCJP;LEB Deefeater;3;3280;1;0;Skeleton Army, Mini P.E.K.K.A, Executioner, Clone, Vines, Sparky, Giant Skeleton, Zap;RangeBattle;Royal Recruits, Mighty Miner, Giant, Freeze, Balloon, Tornado, Miner, Minions;RangeBattle;Royal Hogs, Golden Knight, Ice Spirit, Dark Prince, Royal Delivery, Bats, Bowler, Hog Rider;RangeBattle;Hunter, Wizard, Boss Bandit, Ice Golem, Tesla, Skeletons, Goblin Gang, Mega Knight;RangeBattle;9;8;29;Tower Princess;17
2026-05-22;Dia 1;TOP_GLOBAL;#2LG20YPC9;CN | YassinBang;300;4;#QR889RG0;ChillNation™;1;690;2;0;Heal Spirit, Magic Archer, Ice Golem, Electro Spirit, Skeletons, Ice Spirit, Fire Spirit, Giant Snowball;RangeBattle;Electro Dragon, Barbarian Barrel, Baby Dragon, Tornado, Night Witch, Battle Healer, Mirror, Elixir Golem;RangeBattle;Sparky, Battle Healer, Elixir Golem, Baby Dragon, Elite Barbarians, Bowler, Golem, Electro Dragon;Barco;Mega Knight, Barbarians, Inferno Dragon, Electro Giant;Barco;6;6;18;Tower Princess;12
