data_coleta;dia_batalha;conta_tipo;player_tag;player_nome;player_fame;player_posicao;clan_tag;clan_nome;clan_posicao;clan_fame;decks_usados;boat_attacks;deck_1;deck_1_tipo;deck_2;deck_2_tipo;deck_3;deck_3_tipo;deck_4;deck_4_tipo;war_vitorias;war_derrotas;war_medals;war_torre;war_battles_count
2026-05-29;Dia 1;#2QR292P;#V82JU0RQJ;PROMESA TM XNL;100;12;#2YUCYQPC;Таллинн рулит;1;7700;1;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-29;Dia 1;#2QR292P;#PLC9VCLR2;Дмитрий;200;11;#2YUCYQPC;Таллинн рулит;1;7700;2;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-29;Dia 1;#2QR292P;#VP2JYLGYY;Ángelo;200;6;#QG9G9JCG;Perú;3;3100;1;0;Mega Knight, Knight, Golden Knight, Goblin Gang, Witch, Barbarian Barrel, Sparky, Fireball;RangeBattle;;;;;;;1;0;200;Tower Princess;1
2026-05-29;Dia 1;#2QR292P;#88JYV08L;Kzduardo;200;4;#QCLPL9VQ;Tropa Do Bruxo;4;3000;2;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-29;Dia 1;#2220UQQ0UU;#VR2CLUJ82;Mato;300;1;#R8JUVGPP;Babayaga;2;300;2;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-29;Dia 1;TOP_GLOBAL;#29J2V909U;⭐GLORY⭐;400;49;#L9VRJ;Calalas España;1;42700;4;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-29;Dia 1;TOP_GLOBAL;#C2QUR09J8;CAL MASTER 2;400;50;#L9VRJ;Calalas España;1;42700;4;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-29;Dia 1;TOP_GLOBAL;#Y2L2UU99;TAO I Ruben;400;49;#9U82JJ0Y;TheAddictedOnes;4;43900;4;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-29;Dia 1;TOP_GLOBAL;#PQ9GC20GJ;✨Carrie✨;400;50;#9U82JJ0Y;TheAddictedOnes;4;43900;4;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-29;Dia 1;#2QR292P;#28U0Y2LQY;Mihhail;400;10;#2YUCYQPC;Таллинн рулит;1;7700;4;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-29;Dia 1;TOP_GLOBAL;#8GP2YJCL9;Brunø Ferreir4;450;48;#L9VRJ;Calalas España;1;42700;3;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-29;Dia 1;TOP_GLOBAL;#PC9QYQYC;N⚡R Kaoticks;500;47;#L9VRJ;Calalas España;1;42700;4;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-29;Dia 1;TOP_GLOBAL;#JCLCGLUGJ;No Love;500;51;#8UJ2UUJ8;#MuUuKaNs!!;2;56600;4;0;Mortar, Skeleton King, Skeleton Barrel, Cannon Cart, Dart Goblin, Goblin Gang, Bats, Poison;RangeBattle;Valkyrie, Mega Minion, Balloon, Lava Hound, Skeleton Dragons, Tombstone, Arrows, Vines;RangeBattle;Goblin Giant, Mini P.E.K.K.A, Zap, Sparky, Dark Prince, Mother Witch, Minions, Rage;Duelo;Royal Recruits, Golden Knight, Goblin Cage, Royal Hogs, Flying Machine, Zappies, Fireball, Barbarian Barrel;Duelo;2;2;600;Tower Princess;3
2026-05-29;Dia 1;TOP_GLOBAL;#URRY9LPG0;hubbahubbasoup;500;47;#9U82JJ0Y;TheAddictedOnes;4;43900;4;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-29;Dia 1;TOP_GLOBAL;#YJU2Y0JLG;muzlm;500;48;#9U82JJ0Y;TheAddictedOnes;4;43900;4;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-29;Dia 1;TOP_GLOBAL;#2CPJJQ8L;࿇GraalMeister࿇;500;50;#9LVQLR;Band of Adultes;5;46150;4;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-29;Dia 1;#2QR292P;#J8GQ9LLG;Alex;500;9;#2YUCYQPC;Таллинн рулит;1;7700;4;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-29;Dia 1;#2QR292P;#VR8P2CUQ9;nicoG;500;7;#90P2LL8Y;ScdSqd;2;6450;4;0;;;;;;;;;0;0;0;Tower Princess;0
