data_coleta;dia_batalha;conta_tipo;player_tag;player_nome;player_fame;player_posicao;clan_tag;clan_nome;clan_posicao;clan_fame;decks_usados;boat_attacks;deck_1;deck_1_tipo;deck_2;deck_2_tipo;deck_3;deck_3_tipo;deck_4;deck_4_tipo;war_vitorias;war_derrotas;war_medals;war_torre;war_battles_count
2026-05-23;Dia 2;TOP_GLOBAL;#LUP09U8U;WatchAndLearn;0;4;#PG29CVPR;AltınMürettebat;3;900;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-23;Dia 2;TOP_GLOBAL;#V02QJ0CJR;HSNSBBH;0;5;#PG29CVPR;AltınMürettebat;3;900;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-23;Dia 2;#2QR292P;#R29LGRGQR;arctic artur;0;8;#QCLPL9VQ;Tropa Do Bruxo;4;1604;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-23;Dia 2;#2QR292P;#LQCGGU9U;naregs;0;9;#QCLPL9VQ;Tropa Do Bruxo;4;1604;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-23;Dia 2;#2QR292P;#LYQCVLR8Q;mitio da bala;0;11;#QCLPL9VQ;Tropa Do Bruxo;4;1604;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-23;Dia 2;#2QR292P;#LL00PUP2R;LORD ESCANOR;0;12;#QCLPL9VQ;Tropa Do Bruxo;4;1604;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-23;Dia 2;#2QR292P;#RGLJGY0UQ;drope;0;13;#QCLPL9VQ;Tropa Do Bruxo;4;1604;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-23;Dia 2;#2QR292P;#8PLRYQG9L;Luca.canhotinho;0;14;#QCLPL9VQ;Tropa Do Bruxo;4;1604;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-23;Dia 2;#2QR292P;#JG0CG2JRJ;∆Leconha✓π;0;15;#QCLPL9VQ;Tropa Do Bruxo;4;1604;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-23;Dia 2;#2QR292P;#Q0UQYJLY;Pardal;0;17;#QCLPL9VQ;Tropa Do Bruxo;4;1604;0;0;;;;;;;;;0;0;0;Tower Princess;0
2026-05-23;Dia 2;#2QR292P;#922UCGLVU;saikinnolargo;0;18;#QCLPL9VQ;Tropa Do Bruxo;4;1604;0;0;;;;;;;;;0;0;0;Tower Princess;0
