data_coleta;dia_batalha;conta_tipo;player_tag;player_nome;player_fame;player_posicao;clan_tag;clan_nome;clan_posicao;clan_fame;decks_usados;boat_attacks;deck_1;deck_1_tipo;deck_2;deck_2_tipo;deck_3;deck_3_tipo;deck_4;deck_4_tipo;war_vitorias;war_derrotas;war_medals;war_torre;war_battles_count
2026-08-16;Dia 3;#2220UQQ0UU;#VCVG0RLY0;pp;200;1;#GVGVRQYR;dopplerganger;1;3010;2;0;Elite Barbarians, Berserker, Barbarians, Musketeer, Balloon, Hunter, Hog Rider, Royal Giant;RangeBattle;Baby Dragon, Valkyrie, Knight, Witch, Skeleton Army, Mini P.E.K.K.A, Wizard, Goblin Barrel;RangeBattle;;;;;0;2;200;Tower Princess;2
2026-08-16;Dia 3;#2220UQQ0UU;#RQJGY0UC8;baas dewan;200;2;#GVGVRQYR;dopplerganger;1;3010;1;0;;;;;;;;;0;0;0;Tower Princess;0
2026-08-16;Dia 3;#2QR292P;#UUR9J90;Влад-и-мир0001;500;5;#RUCC2L;Сызрань;2;6368;4;0;;;;;;;;;0;0;0;Tower Princess;0
2026-08-16;Dia 3;#2QR292P;#V20C89CYJ;moghol;600;5;#RL0VR8LU;bubabtzkamerad;1;7533;3;0;;;;;;;;;0;0;0;Tower Princess;0
2026-08-16;Dia 3;#2QR292P;#2GG99009U;Cordis Die;750;4;#RL0VR8LU;bubabtzkamerad;1;7533;6;6;Skeletons, Elixir Golem, Electro Dragon, Night Witch, Rage, Skeleton Barrel, Battle Healer, Poison;Barco;Tesla, Wall Breakers, Archers, Arrows, Goblin Barrel, Witch, Valkyrie, Goblin Gang;Barco;;;;;2;0;250;Tower Princess;2
2026-08-16;Dia 3;#2QR292P;#20PCLQCUC2;vana400;1100;4;#RUCC2L;Сызрань;2;6368;8;0;;;;;;;;;0;0;0;Tower Princess;0
2026-08-16;Dia 3;#2QR292P;#PJYVU8PL;achil;1100;2;#R9L8P88U;la famax 2.0;3;3877;8;0;Three Musketeers, Bats, Knight, Elite Barbarians, Baby Dragon, Barbarian Hut, Lumberjack, Executioner;Barco;Sparky, P.E.K.K.A, Mega Knight, Wizard;Barco;;;;;0;2;150;Tower Princess;2
2026-08-16;Dia 3;#2QR292P;#C82VJQUUC;Nikola;1200;3;#RUCC2L;Сызрань;2;6368;8;0;;;;;;;;;0;0;0;Tower Princess;0
2026-08-16;Dia 3;#2QR292P;#QG2QPQ0Q;Павел Первый;1300;2;#RUCC2L;Сызрань;2;6368;8;0;;;;;;;;;0;0;0;Tower Princess;0
2026-08-16;Dia 3;#2QR292P;#UUPV00L2C;Николай Первый;1400;1;#RUCC2L;Сызрань;2;6368;9;0;Wizard, Mini P.E.K.K.A, Musketeer, Battle Ram, Minions, Spear Goblins, Goblin Hut, Valkyrie;RangeBattle;;;;;;;1;0;200;Tower Princess;1
