data_coleta;dia_batalha;conta_tipo;player_tag;player_nome;player_fame;player_posicao;clan_tag;clan_nome;clan_posicao;clan_fame;decks_usados;boat_attacks;deck_1;deck_1_tipo;deck_2;deck_2_tipo;deck_3;deck_3_tipo;deck_4;deck_4_tipo;war_vitorias;war_derrotas;war_medals;war_torre;war_battles_count
2026-09-24;Reset;#2QR292P;#PUJYPLC9G;roberturia_;100;2;#QVUQYGCU;frijoleros;2;0;1;0;Skeleton Army, Balloon, Inferno Dragon, Mirror, Giant Skeleton, Prince, Goblin Curse, Clone;RangeBattle;;;;;;;0;1;100;Tower Princess;1
2026-09-24;Reset;#2QR292P;#U0GRRRVP2;LUKINHA;100;3;#GLVLYLCU;Velha Guarda;3;0;1;0;Elite Barbarians, Little Prince, Musketeer, Goblin Giant, Arrows, Archers, Bats, Dart Goblin;RangeBattle;;;;;;;0;1;100;Tower Princess;1
2026-09-24;Reset;#2QR292P;#GGV0U2UPQ;cratos;400;1;#QCLPL9VQ;Tropa Do Bruxo;4;0;4;4;Ram Rider, Knight, Minion Horde, Magic Archer, Goblin Gang, Mirror, Prince, Wizard;Barco;Barbarians, Royal Ghost, Electro Wizard, Hunter, Ice Wizard, Royal Hogs, Balloon, Dart Goblin;Barco;Musketeer, Golden Knight, Mini P.E.K.K.A, Skeleton Dragons, Baby Dragon, Hog Rider, Elixir Golem, Skeleton Barrel;Barco;Firecracker, Valkyrie, Mega Knight, Executioner, Witch, Tombstone, Clone, Princess;Barco;2;2;400;Tower Princess;4
2026-09-24;Reset;#2220UQQ0UU;#UVR9QUL98;pope;450;1;#R0JVY98R;BLACK「DR4GON;2;0;0;0;P.E.K.K.A, Mini P.E.K.K.A, Wizard, Mirror, Fireball, Battle Healer, Rage, Freeze;Barco;Mega Knight, Knight, Barbarians, Clone, Dart Goblin, Giant Skeleton, Witch, Fire Spirit;Barco;Lumberjack, Magic Archer, Elite Barbarians, Firecracker, Prince, Royal Giant, The Log, Goblin Gang;Barco;Archers, Little Prince, Musketeer, Rocket, Minion Horde, Goblin Barrel, Sparky, Arrows;Barco;3;1;450;Tower Princess;4
2026-09-24;Reset;#2QR292P;#C80G0J000;ˢⁱ ᵍᵃⁿᵃˢ ᵉʳᵉgay;500;1;#LVJR8JLR;BARDERO$;1;0;4;0;Bowler, Witch, Dart Goblin, Mega Knight, Princess, P.E.K.K.A, Valkyrie, Balloon;Barco;Mini P.E.K.K.A, Royal Hogs, Elite Barbarians, Knight;Barco;Baby Dragon, Bowler, Mega Knight, Electro Wizard, Dart Goblin, Goblin Barrel, Valkyrie, Cannon;RangeBattle;Inferno Dragon, Balloon, Knight, Freeze, Inferno Tower, Princess, Poison, Elite Barbarians;RangeBattle;3;5;900;Tower Princess;8
2026-09-24;Reset;#2QR292P;#80PYU8L0U;jsdl;500;1;#QVUQYGCU;frijoleros;2;0;4;0;Mega Knight, Archer Queen, Firecracker, Zappies, Electro Wizard, Dark Prince, Minions, Valkyrie;RangeBattle;Royal Giant, Mini P.E.K.K.A, Knight, Bowler, Elixir Golem, Rocket, Electro Dragon, Musketeer;RangeBattle;Lumberjack, Giant, Magic Archer, Hunter, Bats, Goblin Gang, Ronin, Archers;RangeBattle;P.E.K.K.A, Wizard, Witch, Minion Horde, Bandit, Executioner, Baby Dragon, Fireball;RangeBattle;1;3;500;Tower Princess;4
2026-09-24;Reset;#2QR292P;#CJL22RP2C;Jeanzinho17;500;2;#GLVLYLCU;Velha Guarda;3;0;2;0;Tesla, Balloon, Witch, Wall Breakers, Ice Spirit, Knight, Barbarian Barrel, Arrows;Duelo;Skeleton Barrel, Mighty Miner, Mini P.E.K.K.A, Goblin Barrel, Cannon, The Log, Goblin Gang, Princess;Duelo;;;;;2;0;500;Tower Princess;1
2026-09-24;Reset;#2QR292P;#2Y92Q222Q;Vengeance;500;1;#LYQJPCC;Nova eHope;5;0;4;0;Bomber, Mega Minion, Goblin Drill, Princess, Dark Prince, Spear Goblins, Goblin Barrel, Elite Barbarians;RangeBattle;Archers, Musketeer, Tesla, Hog Rider, Minions, Knight, The Log, Balloon;RangeBattle;Royal Giant, Little Prince, Furnace, Firecracker, Suspicious Bush, Barbarian Barrel, Wizard, Guards;RangeBattle;Royal Hogs, Dart Goblin, Barbarians, Zap, Electro Giant, Bats, Goblin Gang, Miner;RangeBattle;1;3;500;Tower Princess;4
2026-09-24;Reset;TOP_GLOBAL;#2QYR022C;TheDan17;700;3;#P2P2Y880;! ShocK-13 !;5;0;4;0;Goblin Cage, Fireball, Royal Hogs, Zappies, Royal Recruits, Flying Machine, Electro Spirit, Rage;RangeBattle;Witch, Giant, Mini P.E.K.K.A, Mega Minion, Graveyard, Tornado, Bowler, Giant Snowball;RangeBattle;Elite Barbarians, Berserker, Mega Knight, Furnace, Poison, Knight, Zap, Ram Rider;Duelo;Royal Ghost, Magic Archer, Battle Ram, Goblin Gang, Arrows, Bandit, P.E.K.K.A, Barbarian Barrel;Duelo;2;2;700;Tower Princess;3
2026-09-24;Reset;TOP_GLOBAL;#UUYGJRPCC;vinci;700;4;#P2P2Y880;! ShocK-13 !;5;0;4;0;Cannon, Valkyrie, Dart Goblin, Ice Golem, Hog Rider, Mega Minion, The Log, Goblins;RangeBattle;Witch, Knight, Firecracker, Bomber, Dark Prince, Mega Knight, Archers, Fireball;Duelo;Giant Snowball, Mini P.E.K.K.A, Musketeer, Giant, Arrows, Graveyard, Minions, Bowler;Duelo;Skeleton Barrel, Golden Knight, Skeleton King, Baby Dragon, Zap, Guards, Prince, Ice Wizard;Duelo;2;1;600;Tower Princess;2
